FIRMA;GRUPPE;HR;FRACHTBRIEF;STATUS;ERF_ART;DATUM;ABSENDER;ABS_NAME;ABS_STRASSE;ABS_LAND;ABS_PLZ;ABS_ORT;ABW_LAD;ABS_BEM;EMPFAENGER;EMPF_NAME;EMPF_STRASSE;EMPF_LAND;EMPF_PLZ;EMPF_ORT;ABW_ENTL;EMPF_BEM;ABL_STELLE;ZEICHEN;ANZAHL1;VERP1;ANZAHL2;VERP2;PAL_KLASSE;LG;PAL_BUH;INHALT;BRUTTO;TARA;LM;LMJ;RM;LAGERO;UNR;GGVS;IMO;ADR;HL_BEREICH;HL_UNTERN;HLU_NAME;HL_REISE;HL_DATUM;HL_LKW;VL_BEREICH;VL_UNTERN;VLU_NAME;VL_REISE;VL_DATUM;VL_LKW;FRANKATUR;TRART;ID
1;VW;H;8756979;;FBR;12.06.2013;560004;Audi AG;NSU-Strasse 1;D;74172;Neckarsulm;;;184656;Syncreon Deutschland GmbH;Lise-Meitner-Str.21;D;31515;Wunstorf;;;1;1;1;LDG;;;0;;;;1500;1;0;13,6;0;;;;;;FV;605840;;317;13.06.2013;GF-BC861;NV;;;;12.06.2013;;03;GSL;0
1;VW;H;8756979;;FBR;12.06.2013;560004;Audi AG;NSU-Strasse 1;D;74172;Neckarsulm;;;184656;Syncreon Deutschland GmbH;Lise-Meitner-Str.21;D;31515;Wunstorf;;;1;1;1;LDG;;;0;;;;1500;1;0;13,6;0;;;;;;FV;605840;;317;13.06.2013;GF-BC861;NV;;;;12.06.2013;;03;GSL;1
1;VW;H;8754364;A;AVI;12.06.2013;102791;DBW Metallverarbeitungs GmbH;Am Gewerbepark 1;D;17373;Ueckermünde;185087;Nicht stapelfaehig! |;533001;Volkswagen Poznan Sp. z.o.o.;UL. Rabowicka 10/16;PL;62-020;Swarzedz;;;O01T4;1;6;006280;;;;;;;102;1;0;0;0,396;;;;;;FV;600012;;060;13.06.2013;PO-672TV;NV;603334;;081;12.06.2013;GF-RS2066;01;GSV;2
1;VW;H;8754364;A;AVI;12.06.2013;102791;DBW Metallverarbeitungs GmbH;Am Gewerbepark 1;D;17373;Ueckermünde;185087;Nicht stapelfaehig! |;533001;Volkswagen Poznan Sp. z.o.o.;UL. Rabowicka 10/16;PL;62-020;Swarzedz;;;O01T4;2;1;0000PAL;;;0;;;;0;1;0,025;0,025;0,144;;;;;;FV;600012;;060;13.06.2013;PO-672TV;NV;603334;;081;12.06.2013;GF-RS2066;01;GSV;3
1;VW;H;8754381;A;AVI;12.06.2013;102791;DBW Metallverarbeitungs GmbH;Am Gewerbepark 1;D;17373;Ueckermünde;185087;Nicht stapelfaehig! |;533001;Volkswagen Poznan Sp. z.o.o.;UL. Rabowicka 10/16;PL;62-020;Swarzedz;;;O01T5;1;3;0015SCH;;;;;;;458;1;0,6;0,4;2,592;;;;;;FV;600012;;060;13.06.2013;PO-672TV;NV;603334;;081;12.06.2013;GF-RS2066;01;GSV;4
1;VW;H;8754381;A;AVI;12.06.2013;102791;DBW Metallverarbeitungs GmbH;Am Gewerbepark 1;D;17373;Ueckermünde;185087;Nicht stapelfaehig! |;533001;Volkswagen Poznan Sp. z.o.o.;UL. Rabowicka 10/16;PL;62-020;Swarzedz;;;O01T5;2;3;0000PAL;;;0;;;;0;1;0,075;0,075;0,432;;;;;;FV;600012;;060;13.06.2013;PO-672TV;NV;603334;;081;12.06.2013;GF-RS2066;01;GSV;5
1;VW;H;8745122;;AVI;13.06.2013;560001;Audi AG;Ettinger Straße;D;85049;Ingolstadt;;Tour-Nr.: 13084SCH6447 / Ladest.: GRL / Wernigerode Verl;100000;Schnellecke Transportlogistik GmbH;Hansestrasse 60;D;38112;Braunschweig;;;1;1;1;LDG;;;0;;;Leergut;24000;1;0;13,6;0;;;;;;FV;;;;13.06.2013;;NV;605840;;096;13.06.2013;WOB-HS183;03;GSL;6
1;VW;H;8745122;;AVI;13.06.2013;560001;Audi AG;Ettinger Straße;D;85049;Ingolstadt;;Tour-Nr.: 13084SCH6447 / Ladest.: GRL / Wernigerode Verl;100000;Schnellecke Transportlogistik GmbH;Hansestrasse 60;D;38112;Braunschweig;;;1;1;1;LDG;;;0;;;Leergut;24000;1;0;13,6;0;;;;;;FV;;;;13.06.2013;;NV;605840;;096;13.06.2013;WOB-HS183;03;GSL;7
1;VW;H;8785730;;FBR;13.06.2013;152771;Theysohn Kunststoff GmbH;J.F. Kennedy-Straße 50;D;38228;Salzgitter;;;511014;Schnellecke Logistics;Hafenstr. 2;D;38440;Wolfsburg;;;888C6;190481;21;VW0012;;;;;;Automobilteile;2039;1008;3,57;3,57;4,158;;;;;;FV;602281;;208;13.06.2013;Z-M363;NV;;;;13.06.2013;;01;GSV;8
1;VW;H;8785730;;FBR;13.06.2013;152771;Theysohn Kunststoff GmbH;J.F. Kennedy-Straße 50;D;38228;Salzgitter;;;511014;Schnellecke Logistics;Hafenstr. 2;D;38440;Wolfsburg;;;888C6;190481;;;147;520941;;;;;;294;0;;9,849;;;;;;FV;602281;;208;13.06.2013;Z-M363;NV;;;;13.06.2013;;01;GSV;9
1;VW;H;8785730;;FBR;13.06.2013;152771;Theysohn Kunststoff GmbH;J.F. Kennedy-Straße 50;D;38228;Salzgitter;;;511014;Schnellecke Logistics;Hafenstr. 2;D;38440;Wolfsburg;;;888C6;190481;;;21;001210;;;;;;147;0;;1,113;;;;;;FV;602281;;208;13.06.2013;Z-M363;NV;;;;13.06.2013;;01;GSV;10
1;VW;H;8785730;;FBR;13.06.2013;152771;Theysohn Kunststoff GmbH;J.F. Kennedy-Straße 50;D;38228;Salzgitter;;;511014;Schnellecke Logistics;Hafenstr. 2;D;38440;Wolfsburg;;;888C6;190482;147;520941;;;;;;;;294;0;0;9,849;;;;;;FV;602281;;208;13.06.2013;Z-M363;NV;;;;13.06.2013;;01;GSV;11
1;VW;H;8785934;;FBR;13.06.2013;513001;Volkswagen AG;Gifhorner Strasse 180;D;38102;Braunschweig;;;102817;Galvanotechnik Kessel GmbH & Co. KG;Raiffeisenstr. 2;D;38159;Vechelde;;;1;ZWV139045960;2;113818;;;0;;;;8440;160;0,126;0,1;0,62;;;;;;FV;700001;Rudolph & Söhne Logistik;384;13.06.2013;BS-F496;NV;;;;13.06.2013;;03;GSL;12
1;VW;H;8785934;;FBR;13.06.2013;513001;Volkswagen AG;Gifhorner Strasse 180;D;38102;Braunschweig;;;102817;Galvanotechnik Kessel GmbH & Co. KG;Raiffeisenstr. 2;D;38159;Vechelde;;;1;ZWV139045960;10;500510;;;0;;;;;1250;2,5;1,667;12;;;;;;FV;700001;Rudolph & Söhne Logistik;384;13.06.2013;BS-F496;NV;;;;13.06.2013;;03;GSL;13
1;VW;H;8785934;;FBR;13.06.2013;513001;Volkswagen AG;Gifhorner Strasse 180;D;38102;Braunschweig;;;102817;Galvanotechnik Kessel GmbH & Co. KG;Raiffeisenstr. 2;D;38159;Vechelde;;;1;ZWV139045960;140;500511;;;;;;;;1120;0;0;0;;;;;;FV;700001;Rudolph & Söhne Logistik;384;13.06.2013;BS-F496;NV;;;;13.06.2013;;03;GSL;14
1;VW;H;8656207;;FBR;17.05.2013;514101;Volkswagen AG;Dr. Rudolf-Leiding Platz 1;D;34225;Baunatal;;;189077;Otto-von-Guericke-Unisversität;Große Steinernetischestr.6;D;39104;Magdeburg;;;1;KV489847;1;VW0012;;;;;;;150;48;0,17;0,17;0,198;;;;;;FV;600008;;388;13.06.2013;HZ-DP125;NV;603503;;013;16.05.2013;OS-RT635;90;GSL;15
1;VW;H;8656207;;FBR;17.05.2013;514101;Volkswagen AG;Dr. Rudolf-Leiding Platz 1;D;34225;Baunatal;;;189077;Otto-von-Guericke-Unisversität;Große Steinernetischestr.6;D;39104;Magdeburg;;;1;KV489847;;;1;0015SCH;;;;;1;1;0;;0,864;;;;;;FV;600008;;388;13.06.2013;HZ-DP125;NV;603503;;013;16.05.2013;OS-RT635;90;GSL;16
1;VW;H;8657468;;AVI;13.06.2013;511114;Schnellecke Logistics;Stellfelder Str. 39;D;38440;Wolfsburg;;Rundlauf;513031;Volkswagen AG Werk KTF;Nordhoffstrasse 1;D;38102;Braunschweig;;;31476;1;1;LDG;;;0;;;Leergut;24000;1;0;13,6;0;;;;;;FV;605840;;073;13.06.2013;WOB-HS188;NV;;;;13.06.2013;;01;GSZ;17
1;VW;H;8657468;;AVI;13.06.2013;511114;Schnellecke Logistics;Stellfelder Str. 39;D;38440;Wolfsburg;;Rundlauf;513031;Volkswagen AG Werk KTF;Nordhoffstrasse 1;D;38102;Braunschweig;;;31476;1;1;LDG;;;0;;;Leergut;24000;1;0;13,6;0;;;;;;FV;605840;;073;13.06.2013;WOB-HS188;NV;;;;13.06.2013;;01;GSZ;18
1;VW;H;8720259;;FBR;03.06.2013;512001;Volkswagen AG;;D;30419;Hannover;;;102575;Contitech Vibration Control GmbH;Jädekamp 30;D;30419;Hannover;;;1;232462;14;111940;;;;;;;1778;1778;0,994;1,82;5,376;;;;;;FV;700001;Rudolph & Söhne Logistik;127;13.06.2013;BS-F215;NV;700001;Rudolph & Söhne Logistik;100;31.05.2013;BS-F214;90;GSL;19
1;VW;H;8745089;;FBR;13.06.2013;513001;Volkswagen AG;Gifhorner Strasse 180;D;38102;Braunschweig;;;103787;Con Garcia Industrielackierung;Stahlstr. 6-8;D;42551;Velbert;;;1;1;78;500152;;;0;;;;9438;9438;19,5;13;93,6;;;;;;FV;600063;;123;13.06.2013;GF-VE124;NV;;;;13.06.2013;;90;GSL;20
1;VW;H;8756533;;AVI;12.06.2013;173656;Süderelbe Logistik GmbH;Konsul-Ritter-Str. 15 - 17;D;21079;Hamburg;;Lfsch.-Nr.: 897831;514145;Peter Huppertz Logistik GmbH;Heinrich-Hertz-Str. 47;D;34123;Kassel;;;KOD44;1;10;DB0011;;;;;;Automobilteile;6434;250;2,1;4;1,44;;;;;;FV;602266;;096;13.06.2013;KYF-FH69;NV;605529;;009;12.06.2013;SL-KJ361;01;GSV;21
1;VW;H;8756533;;AVI;12.06.2013;173656;Süderelbe Logistik GmbH;Konsul-Ritter-Str. 15 - 17;D;21079;Hamburg;;Lfsch.-Nr.: 897831;514145;Peter Huppertz Logistik GmbH;Heinrich-Hertz-Str. 47;D;34123;Kassel;;;KOD44;1;10;0015SCH;;;;;;Automobilteile;;10;2;0;8,64;;;;;;FV;602266;;096;13.06.2013;KYF-FH69;NV;605529;;009;12.06.2013;SL-KJ361;01;GSV;22
1;VW;H;8733008;;FBR;13.06.2013;102797;KWD Automobiltechnik GmbH;Stellfelderstr. 39;D;38442;Wolfsburg;;;511001;Volkswagen AG;;D;38440;Wolfsburg;;;1;1;1;LDG;;;0;;;;25000;1;0;13,6;0;;;;;;FV;600063;;002;13.06.2013;GF-VE21;NV;;;;13.06.2013;;03;VG;23
1;VW;H;8733008;;FBR;13.06.2013;102797;KWD Automobiltechnik GmbH;Stellfelderstr. 39;D;38442;Wolfsburg;;;511001;Volkswagen AG;;D;38440;Wolfsburg;;;1;1;1;LDG;;;0;;;;25000;1;0;13,6;0;;;;;;FV;600063;;002;13.06.2013;GF-VE21;NV;;;;13.06.2013;;03;VG;24
1;VW;H;8733009;;FBR;13.06.2013;102797;KWD Automobiltechnik GmbH;Stellfelderstr. 39;D;38442;Wolfsburg;;;511001;Volkswagen AG;;D;38440;Wolfsburg;;;1;1;1;LDG;;;0;;;.;25000;1;0;;0;;;;;;FV;600063;;003;13.06.2013;GF-VE21;NV;;;;13.06.2013;;03;VG;25
1;VW;H;8733009;;FBR;13.06.2013;102797;KWD Automobiltechnik GmbH;Stellfelderstr. 39;D;38442;Wolfsburg;;;511001;Volkswagen AG;;D;38440;Wolfsburg;;;1;1;1;LDG;;;0;;;.;25000;1;0;;0;;;;;;FV;600063;;003;13.06.2013;GF-VE21;NV;;;;13.06.2013;;03;VG;26
1;VW;H;8679266;;FBR;15.05.2013;512001;Volkswagen AG;;D;30419;Hannover;;;517001;Volkswagen AG;;D;38239;Salzgitter;;;1;231225;1;506281;;;;;;;103;103;0,17;0,17;1,2;;;;;;FV;600461;;215;13.06.2013;BS-LT462;NV;602646;;067;16.05.2013;BS-EE701;01;GSV;27
1;VW;H;8691561;;FBR;24.05.2013;512002;Sitech;Mecklenheidestr. 74;D;30419;Hannover;;;172448;Deierling Ferrotec GmbH;Gewerbestr. 2;D;31275;Lehrte;;;1;145853;2;1119252;;;;;;;408;408;0,45;0,9;4,316;;;;;;FV;600106;;279;13.06.2013;BS-ER410;NV;602646;;099;24.05.2013;BS-EE701;90;GSL;28
1;VW;H;8691561;;FBR;24.05.2013;512002;Sitech;Mecklenheidestr. 74;D;30419;Hannover;;;172448;Deierling Ferrotec GmbH;Gewerbestr. 2;D;31275;Lehrte;;;1;145853;1;111940;;;;;;;127;127;0,071;0,13;0,384;;;;;;FV;600106;;279;13.06.2013;BS-ER410;NV;602646;;099;24.05.2013;BS-EE701;90;GSL;29
1;VW;H;8691561;;FBR;24.05.2013;512002;Sitech;Mecklenheidestr. 74;D;30419;Hannover;;;172448;Deierling Ferrotec GmbH;Gewerbestr. 2;D;31275;Lehrte;;;1;145853;1;111965;;;;;;;230;230;0,9;0,9;3,199;;;;;;FV;600106;;279;13.06.2013;BS-ER410;NV;602646;;099;24.05.2013;BS-EE701;90;GSL;30
1;VW;H;8691561;;FBR;24.05.2013;512002;Sitech;Mecklenheidestr. 74;D;30419;Hannover;;;172448;Deierling Ferrotec GmbH;Gewerbestr. 2;D;31275;Lehrte;;;1;145853;1;111970;;;;;;;206;206;0,4;0,8;0,614;;;;;;FV;600106;;279;13.06.2013;BS-ER410;NV;602646;;099;24.05.2013;BS-EE701;90;GSL;31
1;VW;H;8769442;F;FBR;13.06.2013;175368;Heyform Bramsche GmbH;Heywinkelstr. 1;D;49565;Bramsche;;;511002;Volkswagen AG;;D;38440;Wolfsburg;;;10167;;4;114888;;;;;;;;156;0,68;0,68;4,888;;;;;;FV;600310;;110;13.06.2013;GF-VE104;NV;603503;;045;13.06.2013;OS-RT618;01;GSV;32
1;VW;H;8715250;;FBR;12.06.2013;102732;Estampaciones Bizkaia S.A.;Poligono Industrial de Lebario S/N;E;48220;Abadiano;;;102797;KWD Automobiltechnik GmbH;Stellfelderstr. 39;D;38442;Wolfsburg;;;*;1;1;LDG;;;0;;;Automobilteile;23750;1;0;13,6;0;;;;;;FV;604278;;045;13.06.2013;7B36800;NV;;;;12.06.2013;;01;RDF;33
1;VW;H;8715250;;FBR;12.06.2013;102732;Estampaciones Bizkaia S.A.;Poligono Industrial de Lebario S/N;E;48220;Abadiano;;;102797;KWD Automobiltechnik GmbH;Stellfelderstr. 39;D;38442;Wolfsburg;;;*;1;1;LDG;;;0;;;Automobilteile;23750;1;0;13,6;0;;;;;;FV;604278;;045;13.06.2013;7B36800;NV;;;;12.06.2013;;01;RDF;34
1;VW;H;8711773;;FBR;13.06.2013;175808;Brose Fahrzeugteile GmbH & Co. KG;Rockwellstr. 11;D;38518;Gifhorn;;;511001;Volkswagen AG;;D;38440;Wolfsburg;;;*;1;1;LDG;;;0;;;Automobilteile;24000;1;0;13,6;0;;;;;;FV;604569;;001;13.06.2013;GF-RG106;NV;;;;13.06.2013;;01;VG;35
1;VW;H;8711773;;FBR;13.06.2013;175808;Brose Fahrzeugteile GmbH & Co. KG;Rockwellstr. 11;D;38518;Gifhorn;;;511001;Volkswagen AG;;D;38440;Wolfsburg;;;*;1;1;LDG;;;0;;;Automobilteile;24000;1;0;13,6;0;;;;;;FV;604569;;001;13.06.2013;GF-RG106;NV;;;;13.06.2013;;01;VG;36
1;VW;H;8757048;;AVI;12.06.2013;168139;ZF Lenksysteme;Zum Huchtinger Bahnhof 25;D;28259;Bremen;;;560012;Fritz Logistik Heilbronn;Pfaffenstraße 17;D;74078;Heilbronn;;;001X9;1;20;112425;;;;;;Automobilteile;6820;1760;5;3,5;24;;;;;;FV;700001;Rudolph & Söhne Logistik;055;13.06.2013;BS-F286;NV;605536;;074;12.06.2013;DH-ZS25;01;GSV;37
1;VW;H;8757048;;AVI;12.06.2013;168139;ZF Lenksysteme;Zum Huchtinger Bahnhof 25;D;28259;Bremen;;;560012;Fritz Logistik Heilbronn;Pfaffenstraße 17;D;74078;Heilbronn;;;001X9;1;2;501474;;;;;;Automobilteile;390;90;0,244;0,162;1,168;;;;;;FV;700001;Rudolph & Söhne Logistik;055;13.06.2013;BS-F286;NV;605536;;074;12.06.2013;DH-ZS25;01;GSV;38
1;VW;H;8757164;;AVI;12.06.2013;162370;ZF Boge Elastmetall GmbH;Hunteburger Strasse 21;D;49401;Damme;;;514006;Scherm-Logistik Neu;Am Kraftwerk 23;D;34582;Borken;;;KOD86;1;1;VW0012;;;;;;Automobilteile;122;48;0,17;0,17;0,198;;;;;;FV;605840;;092;13.06.2013;HE-US26;NV;603513;;059;12.06.2013;WOB-NC534;01;GSV;39
1;VW;H;8757164;;AVI;12.06.2013;162370;ZF Boge Elastmetall GmbH;Hunteburger Strasse 21;D;49401;Damme;;;514006;Scherm-Logistik Neu;Am Kraftwerk 23;D;34582;Borken;;;KOD86;1;15;006280;;;;;;Automobilteile;;45;0;0;0,99;;;;;;FV;605840;;092;13.06.2013;HE-US26;NV;603513;;059;12.06.2013;WOB-NC534;01;GSV;40
1;VW;H;8757164;;AVI;12.06.2013;162370;ZF Boge Elastmetall GmbH;Hunteburger Strasse 21;D;49401;Damme;;;514006;Scherm-Logistik Neu;Am Kraftwerk 23;D;34582;Borken;;;KOD86;1;1;001210;;;;;;Automobilteile;;7;0;0;0,053;;;;;;FV;605840;;092;13.06.2013;HE-US26;NV;603513;;059;12.06.2013;WOB-NC534;01;GSV;41
1;VW;H;8719243;;FBR;30.05.2013;546001;AUDI BRUSSELS SA/NV.;Britse 2de Legerlaan 201;B;1190;Vorst (Brüssel);;;165222;Johnson Controls Objekt;Pölbitzer Str.15;D;08058;Zwickau;;;1;948079;50;501618;;;0;;;Leergut;4250;4250;4,15;4;23,7;;;;;;FV;602272;;041;13.06.2013;Z-WT413;NV;603186;;028;30.05.2013;H-AN4030;90;GSL;42
1;VW;H;8757199;;AVI;12.06.2013;156704;H. Schlieckmann GmbH;Remser Brook 12;D;33428;Harsewinkel;;Lieferschein Nr. 40464648;511013;Volkswagen AG Außenlager S1;Mörser Str. 67;D;38440;Wolfsburg;;;106S9;1;2;VW0012;;;;;;Automobilteile;540;96;0,34;0,34;0,396;;;;;;FV;600310;;114;13.06.2013;GF-VE113;NV;606146;;012;12.06.2013;H-RL1313;01;GSV;43
1;VW;H;8757199;;AVI;12.06.2013;156704;H. Schlieckmann GmbH;Remser Brook 12;D;33428;Harsewinkel;;Lieferschein Nr. 40464648;511013;Volkswagen AG Außenlager S1;Mörser Str. 67;D;38440;Wolfsburg;;;106S9;1;30;006280;;;;;;;;90;0;0;1,98;;;;;;FV;600310;;114;13.06.2013;GF-VE113;NV;606146;;012;12.06.2013;H-RL1313;01;GSV;44
1;VW;H;8757199;;AVI;12.06.2013;156704;H. Schlieckmann GmbH;Remser Brook 12;D;33428;Harsewinkel;;Lieferschein Nr. 40464648;511013;Volkswagen AG Außenlager S1;Mörser Str. 67;D;38440;Wolfsburg;;;106S9;1;2;001210;;;;;;;;14;0;0;0,106;;;;;;FV;600310;;114;13.06.2013;GF-VE113;NV;606146;;012;12.06.2013;H-RL1313;01;GSV;45
1;VW;H;8716000;;FBR;30.05.2013;538001;Volkswagen Osnabrück GmbH;Karmannstr. 1;D;49084;Osnabrück;;;517001;Volkswagen AG;;D;38239;Salzgitter;;;1;LI000405310;12;523427;;;;;;Leergut;3960;3960;0;0;43,98;;;;;;FV;600461;;215;13.06.2013;BS-LT462;NV;600009;;040;30.05.2013;GF-RS2049;01;GSZ;46
1;VW;H;8716000;;FBR;30.05.2013;538001;Volkswagen Osnabrück GmbH;Karmannstr. 1;D;49084;Osnabrück;;;517001;Volkswagen AG;;D;38239;Salzgitter;;;1;LI000405310;6;70148;;;0;;;Leergut;2178;2178;5,25;3,5;22,002;;;;;;FV;600461;;215;13.06.2013;BS-LT462;NV;600009;;040;30.05.2013;GF-RS2049;01;GSZ;47
1;VW;H;8716006;;FBR;30.05.2013;538001;Volkswagen Osnabrück GmbH;Karmannstr. 1;D;49084;Osnabrück;;;517001;Volkswagen AG;;D;38239;Salzgitter;;;1;LI000405311;1;70148;;;0;;;Leergut;363;363;1,75;1,75;3,667;;;;;;FV;600461;;215;13.06.2013;BS-LT462;NV;600009;;040;30.05.2013;GF-RS2049;01;GSZ;48
1;VW;H;8716011;;FBR;30.05.2013;538001;Volkswagen Osnabrück GmbH;Karmannstr. 1;D;49084;Osnabrück;;;517001;Volkswagen AG;;D;38239;Salzgitter;;;1;LI000405312;14;070635;;;0;;;Leergut;840;840;1,372;1,099;7,91;;;;;;FV;600461;;215;13.06.2013;BS-LT462;NV;600009;;040;30.05.2013;GF-RS2049;01;GSZ;49
1;VW;H;8716011;;FBR;30.05.2013;538001;Volkswagen Osnabrück GmbH;Karmannstr. 1;D;49084;Osnabrück;;;517001;Volkswagen AG;;D;38239;Salzgitter;;;1;LI000405312;7;70148;;;0;;;Leergut;2541;2541;7;5,25;25,669;;;;;;FV;600461;;215;13.06.2013;BS-LT462;NV;600009;;040;30.05.2013;GF-RS2049;01;GSZ;50
1;VW;H;8763047;;FBR;07.06.2013;538001;Volkswagen Osnabrück GmbH;Karmannstr. 1;D;49084;Osnabrück;;;560001;Audi AG;Ettinger Straße;D;85049;Ingolstadt;;;;UN40039736;3;111820;;;;;;;3448;336;0,39;0,39;2,73;;;;;;FV;600461;;121;13.06.2013;JL-LT404;NV;605840;;067;06.06.2013;GF-RS2022;01;TZW;51
1;VW;H;8763047;;FBR;07.06.2013;538001;Volkswagen Osnabrück GmbH;Karmannstr. 1;D;49084;Osnabrück;;;560001;Audi AG;Ettinger Straße;D;85049;Ingolstadt;;;;UN40039736;3;111820;;;;;;;3448;336;0,39;0,39;2,73;;;;;;FV;600461;;121;13.06.2013;JL-LT404;NV;605840;;067;06.06.2013;GF-RS2022;01;TZW;52
1;VW;H;8763047;;FBR;07.06.2013;538001;Volkswagen Osnabrück GmbH;Karmannstr. 1;D;49084;Osnabrück;;;560001;Audi AG;Ettinger Straße;D;85049;Ingolstadt;;;;UN40039737;3;111820;;;;;;;;336;0,39;0,39;2,73;;;;;;FV;600461;;121;13.06.2013;JL-LT404;NV;605840;;067;06.06.2013;GF-RS2022;01;TZW;53
1;VW;H;8763047;;FBR;07.06.2013;538001;Volkswagen Osnabrück GmbH;Karmannstr. 1;D;49084;Osnabrück;;;560001;Audi AG;Ettinger Straße;D;85049;Ingolstadt;;;;UN40039737;3;111820;;;;;;;;336;0,39;0,39;2,73;;;;;;FV;600461;;121;13.06.2013;JL-LT404;NV;605840;;067;06.06.2013;GF-RS2022;01;TZW;54
1;VW;H;8755294;;FBR;03.06.2013;511016;CKD Logistikzentrum Westrampe;Bremerlust 1;D;38440;Wolfsburg;;;100452;Magna Intern. Stanztechnik GmbH;Peiner Str. 151-155;D;38229;Salzgitter;;;1;56602;7;111902;;;;;;Leergut;427;427;0,5;0,5;2,17;;;;;;FV;602281;;132;13.06.2013;Z-M796;NV;700001;Rudolph & Söhne Logistik;093;10.06.2013;BS-F495;90;GSL;55
1;VW;H;8756384;;AVI;12.06.2013;100000;Schnellecke Transportlogistik GmbH;Hansestrasse 60;D;38112;Braunschweig;100000;;560030;Modulmontage Györ Rudolph Modulcent;Hütöhaz 25;H;9010;Györ;;;303U1;1;1;0008PAL;;;;;;Automobilteile;556;1;0,5;0,5;2,4;;;;;;FV;604046;;107;13.06.2013;CJ90NAG;NV;601177;;021;12.06.2013;GS-HT50;01;GSV;56
1;VW;H;8756407;;AVI;12.06.2013;102813;Fischer + Plath GmbH;Gansper Helmer 4;D;27804;Berne;;;514101;Volkswagen AG;Dr. Rudolf-Leiding Platz 1;D;34225;Baunatal;;;403C1;1;5;VW0012;;;;;;Automobilteile;1035;240;0,85;0,85;0,99;;;;;;FV;602266;;089;13.06.2013;KYF-FH19;NV;603513;;072;12.06.2013;WOB-NC568;01;GSV;57
1;VW;H;8756407;;AVI;12.06.2013;102813;Fischer + Plath GmbH;Gansper Helmer 4;D;27804;Berne;;;514101;Volkswagen AG;Dr. Rudolf-Leiding Platz 1;D;34225;Baunatal;;;403C1;1;75;006280;;;;;;Automobilteile;;225;0;0;4,95;;;;;;FV;602266;;089;13.06.2013;KYF-FH19;NV;603513;;072;12.06.2013;WOB-NC568;01;GSV;58
1;VW;H;8756407;;AVI;12.06.2013;102813;Fischer + Plath GmbH;Gansper Helmer 4;D;27804;Berne;;;514101;Volkswagen AG;Dr. Rudolf-Leiding Platz 1;D;34225;Baunatal;;;403C1;1;5;001210;;;;;;Automobilteile;;35;0;0;0,265;;;;;;FV;602266;;089;13.06.2013;KYF-FH19;NV;603513;;072;12.06.2013;WOB-NC568;01;GSV;59
1;VW;H;8756422;;AVI;12.06.2013;102542;Bergler GmbH & Co. KG;Lunapark 2;D;39646;Oebisfelde;;;533001;Volkswagen Poznan Sp. z.o.o.;UL. Rabowicka 10/16;PL;62-020;Swarzedz;;;O01T4;1;7;VW0012;;;;;;Automobilteile;7520;336;1,19;1,19;1,386;;;;;;FV;600012;;060;13.06.2013;PO-672TV;NV;600003;;046;12.06.2013;GS-HT696;01;GSV;60
1;VW;H;8756422;;AVI;12.06.2013;102542;Bergler GmbH & Co. KG;Lunapark 2;D;39646;Oebisfelde;;;533001;Volkswagen Poznan Sp. z.o.o.;UL. Rabowicka 10/16;PL;62-020;Swarzedz;;;O01T4;1;100;006280;;;;;;Automobilteile;;300;0;0;6,6;;;;;;FV;600012;;060;13.06.2013;PO-672TV;NV;600003;;046;12.06.2013;GS-HT696;01;GSV;61
1;VW;H;8756422;;AVI;12.06.2013;102542;Bergler GmbH & Co. KG;Lunapark 2;D;39646;Oebisfelde;;;533001;Volkswagen Poznan Sp. z.o.o.;UL. Rabowicka 10/16;PL;62-020;Swarzedz;;;O01T4;1;7;001210;;;;;;Automobilteile;;49;0;0;0,371;;;;;;FV;600012;;060;13.06.2013;PO-672TV;NV;600003;;046;12.06.2013;GS-HT696;01;GSV;62
1;VW;H;8756469;;AVI;12.06.2013;168581;SG Technologies GmbH;Lange Str. 20-22;D;29462;Wustrow;;;512001;Volkswagen AG;;D;30419;Hannover;;;20111;1;5;114888;;;;;;Automobilteile;780;195;0,85;0,85;6,11;;;;;;FV;602646;;099;13.06.2013;BS-EE701;NV;602281;;067;12.06.2013;Z-M363;01;GSV;63
1;VW;H;8756470;;AVI;12.06.2013;168581;SG Technologies GmbH;Lange Str. 20-22;D;29462;Wustrow;;;514145;Peter Huppertz Logistik GmbH;Heinrich-Hertz-Str. 47;D;34123;Kassel;;;KOD44;1;2;0002PAL;;;0;;;Automobilteile;266;2;0,84;0,84;1,92;;;;;;FV;602266;;096;13.06.2013;KYF-FH69;NV;602281;;067;12.06.2013;Z-M363;01;GSV;64
1;VW;H;8756470;;AVI;12.06.2013;168581;SG Technologies GmbH;Lange Str. 20-22;D;29462;Wustrow;;;514145;Peter Huppertz Logistik GmbH;Heinrich-Hertz-Str. 47;D;34123;Kassel;;;KOD44;1;2;111960;;;;;;;634;378;0,34;0,34;2,398;;;;;;FV;602266;;096;13.06.2013;KYF-FH69;NV;602281;;067;12.06.2013;Z-M363;01;GSV;65
1;VW;H;8756484;;AVI;12.06.2013;166020;KSM Castings Group GmbH;Neustädter Ring 1;D;38855;Wernigerode;188314;;537001;Volkswagen AG;J.Jonasa 1;SK;81000;Bratislava;;;J86B4;1;35;111960;;;;;;Automobilteile;12120;6615;5,95;5,95;41,965;;;;;;FV;602202;;050;13.06.2013;NR559GK;NV;;;;12.06.2013;;01;GSV;66
